callsign,site,state,freq_mhz,lat,lon,power_w,status,same
WXK56,Athens,GA,162.400,34.0836,-83.322111,500,NORMAL,013011|013013|013059|013105|013119|013133|013139|013147|013157|013195|013211|013219|013221|013297|013317
WXK57,Baker,MT,162.550,46.239167,-104.335,300,NORMAL,030011|030017|030025|030109|038011|038087|046063
WXK58,Reno,NV,162.550,39.3131,-119.8836,300,NORMAL,006003|006017|006057|006061|032005|032019|032029|032031|032510
WXK60,Jackson,TN,162.550,35.529694,-88.777083,850,NORMAL,047017|047023|047033|047045|047053|047069|047071|047075|047077|047109|047113|047183
WXK61,Cookeville,TN,162.400,36.171333,-85.231278,1000,NORMAL,047027|047035|047041|047049|047087|047133|047137|047141|047159|047169|047175|047185
WXK62,Waverly,TN,162.400,36.110556,-87.667222,1000,NORMAL,047005|047043|047081|047083|047085|047101|047135|047161
WXK63,Shelbyville,TN,162.475,35.7025,-86.195833,1000,OUT OF SERVICE,047003|047015|047031|047051|047061|047117|047127|047149|047177|047187|047189
WXK64,Hot Springs,SD,162.425,43.455278,-103.445556,300,NORMAL,031045|031161|031165|046033|046047
WXK65,Richmond,VA,162.475,37.503056,-77.541667,1000,NORMAL,051007|051033|051036|051041|051049|051053|051065|051075|051085|051087|051097|051101|051109|051127|051135|051145|051147|051149|051177|051183|051570|051630|051670|051730|051760
WXK66,Helena,MT,162.400,46.826389,-111.709167,1000,NORMAL,030007|030043|030049|030059
WXK67,San Antonio,TX,162.550,29.685389,-98.449611,1000,NORMAL,048013|048019|048029|048091|048187|048259|048325|048493
WXK68,Boise,ID,162.550,43.754611,-116.095,297,NORMAL,016001|016015|016027|016039|016045|016073
WXK69,Yakutat,AK,162.400,59.510673,-139.671921,500,NORMAL,002282
WXK71,Macon,GA,162.475,32.805278,-83.538889,1000,NORMAL,013021|013023|013079|013153|013169|013193|013207|013225|013289|013319
WXK72,Putnamville,IN,162.400,39.568333,-86.886944,1000,NORMAL,018021|018045|018063|018107|018109|018119|018121|018133|018165|018167
WXK73,Houghton,MI,162.400,47.035556,-88.695278,1000,NORMAL,026013|026053|026061|026083|026131
WXK74,Monticello/Lafayette,IN,162.475,40.668889,-86.695556,1000,NORMAL,018007|018015|018017|018023|018049|018067|018073|018103|018111|018131|018157|018171|018181
WXK75,Waycross,GA,162.475,31.221389,-82.573333,500,NORMAL,013001|013003|013005|013019|013025|013039|013049|013065|013069|013101|013127|013155|013161|013173|013185|013229|013299|013305
WXK76,Flagstaff,AZ,162.400,35.2414,-111.5975,100,NORMAL,004005|004017|004025
WXK78,Alexandria,LA,162.475,31.63906,-92.20532,1000,NORMAL,022009|022025|022029|022043|022059|022079|022127
WXK79,Lubbock,TX,162.400,33.7372,-101.7492,1000,NORMAL,048079|048107|048153|048169|048189|048219|048279|048303|048305|048445
WXK80,Lafayette,LA,162.550,30.04863,-91.99683,1000,NORMAL,022001|022039|022045|022055|022097|022099|022101|022113
WXK81,Onondaga,MI,162.400,42.4428,-84.572429,1000,NORMAL,026023|026025|026037|026045|026059|026065|026075|026093|026155
WXK82,Hannibal,MO,162.475,39.729944,-91.4055,1000,NORMAL,017001|017009|017149|029111|029127|029137|029163|029173|029205
WXK83,Fort Myers,FL,162.475,26.62966,-81.8103,1000,NORMAL,012015|012021|012027|012043|012051|012071
WXK83A,Sebring,FL,162.500,27.561928,-81.49364,1000,NORMAL,012049|012055|012105
WXK84,Fort Dodge,IA,162.400,42.456778,-94.221889,260,NORMAL,019015|019025|019079|019091|019151|019187|019197
WXK85,Oklahoma City,OK,162.400,35.5681,-97.489111,1080,NORMAL,040017|040027|040051|040073|040081|040083|040087|040109|040119|040125
WXK86,Lawton,OK,162.550,34.591902,-98.548877,1000,NORMAL,040015|040031|040033|040051|040075|040137|040141
WXK87,Clinton,OK,162.525,35.582833,-98.989389,1000,NORMAL,040009|040011|040015|040039|040043|040075|040129|040149
WXK88,Payette,ID,162.400,43.948139,-116.928722,100,NORMAL,016027|016045|016073|016075|016087|041045
WXK89,Unalaska,AK,162.550,53.8891,-166.533852,300,NORMAL,002016
WXK90,Cheraw,SC,162.450,34.646197,-79.945287,300,NORMAL,037007|037153|037165|045025|045031|045061|045069
WXK91,Topeka,KS,162.475,39.006028,-96.049389,1000,NORMAL,020005|020045|020061|020085|020087|020127|020139|020149|020161|020177|020197
WXK92,Ellsworth,KS,162.400,38.8136,-98.1694,1000,NORMAL,020009|020053|020105|020113|020159|020167|020169
WXK93,Dodge City,KS,162.475,37.641222,-100.344722,1000,NORMAL,020025|020055|020057|020069|020081|020083|020119|020175
WXK94,Concordia,KS,162.550,39.4389,-97.7053,1000,NORMAL,020027|020029|020089|020123|020143|020157|020201
WXK95,Chanute,KS,162.400,37.573167,-95.220167,1000,NORMAL,020001|020011|020021|020037|020099|020125|020133|020205|020207
WXK96,Gem,KS,162.400,39.4808,-100.91,700,NORMAL,020023|020039|020063|020109|020153|020179|020181|020193|020199
WXK97,Sudlersville,MD,162.500,39.175389,-75.918278,1100,NORMAL,010001|010003|010005|024003|024005|024011|024015|024019|024025|024027|024029|024035|024041|024510|034011|034033|042029
WXK98,Lewiston,ID,162.550,46.33,-116.632778,100,NORMAL,016035|016049|016057|016061|016069|053003|053023|053075
WXL22,Princeton,IL,162.425,41.285556,-89.598889,300,NORMAL,017011|017073|017099|017103|017123|017155|017175|017195
WXL23,Lead,SD,162.525,44.328056,-103.834444,300,NORMAL,030011|046019|046063|046081|046103|056011|056045|446103
WXL25,Missoula,MT,162.400,47.0403,-113.9878,100,NORMAL,030039|030047|030061|030063|030081|030089
WXL26,Port O'Connor,TX,162.475,28.438472,-96.448778,100,NORMAL,048007|048057|048239
WXL27,Billings,MT,162.550,45.805833,-108.349444,300,NORMAL,030003|030009|030037|030065|030095|030097|030107|030111
WXL28,Elko,NV,162.550,40.915278,-115.819167,100,NORMAL,032007|032011
WXL29,Winnemucca,NV,162.400,41.011111,-117.7675,100,NORMAL,032013|032027
WXL30,Tucson,AZ,162.400,32.440778,-110.788139,146,NORMAL,004019|304019|404019|904019|904021
WXL31,Syracuse,NY,162.550,42.966667,-76.200278,1000,NORMAL,036011|036023|036045|036049|036053|036065|036067|036075|036117
WXL32,Glasgow,MT,162.400,48.031389,-106.315833,300,NORMAL,030033|030055|030105|130055|230105|830105
WXL33,Pocatello,ID,162.550,43.500833,-112.663333,100,NORMAL,016005|016011|016013|016019|016023|016033|016051|016065|016077
WXL34,Albany,NY,162.550,42.636944,-74.001667,1000,OUT OF SERVICE,025003|036001|036021|036035|036039|036057|036083|036091|036093|036095
WXL35,Twin Falls,ID,162.400,42.7303,-114.413389,102,NORMAL,016031|016047|016053|016063|016083
